,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
1074,Intel Core i5-9300HF @ 2.40GHz,"7,490",1170,29.96,$250.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9400+%40+2.90GHz&id=3414,"26,645 MOps/Sec","22,802 MOps/Sec",36 Million Primes/Sec,"16,778 Thousand Strings/Sec","2,806 MBytes/Sec","133,605 KBytes/Sec",617 Frames/Sec,"11,746 Million Matrices/Sec","2,452 MOps/Sec"
1075,Intel Core i5-9400 @ 2.90GHz,"9,390",991,68.45,$137.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9400F+%40+2.90GHz&id=3397,"26,436 MOps/Sec","22,584 MOps/Sec",38 Million Primes/Sec,"16,689 Thousand Strings/Sec","2,867 MBytes/Sec","134,251 KBytes/Sec",651 Frames/Sec,"11,752 Million Matrices/Sec","2,448 MOps/Sec"
1076,Intel Core i5-9400F @ 2.90GHz,"9,499",985,63.33,$149.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9400H+%40+2.50GHz&id=3508,"27,442 MOps/Sec","17,142 MOps/Sec",24 Million Primes/Sec,"14,513 Thousand Strings/Sec","2,715 MBytes/Sec","108,755 KBytes/Sec",509 Frames/Sec,"6,942 Million Matrices/Sec","2,480 MOps/Sec"
1077,Intel Core i5-9400H @ 2.50GHz,"8,031",1119,32.13,$250.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9400T+%40+1.80GHz&id=3513,"22,071 MOps/Sec","19,007 MOps/Sec",41 Million Primes/Sec,"14,894 Thousand Strings/Sec","2,692 MBytes/Sec","115,228 KBytes/Sec",725 Frames/Sec,"8,575 Million Matrices/Sec","2,132 MOps/Sec"
1078,Intel Core i5-9400T @ 1.80GHz,"8,423",1070,46.28,$182.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9500+%40+3.00GHz&id=3444,"27,712 MOps/Sec","23,740 MOps/Sec",36 Million Primes/Sec,"17,345 Thousand Strings/Sec","3,048 MBytes/Sec","137,337 KBytes/Sec",609 Frames/Sec,"11,990 Million Matrices/Sec","2,572 MOps/Sec"
1079,Intel Core i5-9500 @ 3.00GHz,"9,787",960,61.52,$159.09,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9500F+%40+3.00GHz&id=3511,"27,923 MOps/Sec","24,027 MOps/Sec",41 Million Primes/Sec,"17,908 Thousand Strings/Sec","3,118 MBytes/Sec","142,194 KBytes/Sec",692 Frames/Sec,"12,344 Million Matrices/Sec","2,645 MOps/Sec"
1080,Intel Core i5-9500F @ 3.00GHz,"10,212",935,76.06,$134.26,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9500T+%40+2.20GHz&id=3454,"22,802 MOps/Sec","19,613 MOps/Sec",33 Million Primes/Sec,"14,310 Thousand Strings/Sec","2,559 MBytes/Sec","112,700 KBytes/Sec",554 Frames/Sec,"9,093 Million Matrices/Sec","2,168 MOps/Sec"
1081,Intel Core i5-9500T @ 2.20GHz,"8,157",1102,42.48,$192.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9500TE+%40+2.20GHz&id=3736,"25,271 MOps/Sec","21,869 MOps/Sec",47 Million Primes/Sec,"17,630 Thousand Strings/Sec","3,233 MBytes/Sec","134,174 KBytes/Sec",857 Frames/Sec,"9,424 Million Matrices/Sec","2,366 MOps/Sec"
1082,Intel Core i5-9500TE @ 2.20GHz,"9,847",958,51.29,$192.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9600+%40+3.10GHz&id=3554,"29,627 MOps/Sec","25,147 MOps/Sec",38 Million Primes/Sec,"18,107 Thousand Strings/Sec","3,220 MBytes/Sec","143,710 KBytes/Sec",654 Frames/Sec,"11,941 Million Matrices/Sec","2,733 MOps/Sec"
1083,Intel Core i5-9600 @ 3.10GHz,"10,306",930,59.82,$172.29,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9600K+%40+3.70GHz&id=3337,"29,629 MOps/Sec","25,181 MOps/Sec",44 Million Primes/Sec,"18,752 Thousand Strings/Sec","3,246 MBytes/Sec","150,635 KBytes/Sec",752 Frames/Sec,"13,027 Million Matrices/Sec","2,755 MOps/Sec"
1084,Intel Core i5-9600K @ 3.70GHz,"10,737",904,53.25,$201.65,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9600KF+%40+3.70GHz&id=3443,"29,704 MOps/Sec","25,427 MOps/Sec",43 Million Primes/Sec,"18,974 Thousand Strings/Sec","3,232 MBytes/Sec","150,888 KBytes/Sec",734 Frames/Sec,"13,248 Million Matrices/Sec","2,760 MOps/Sec"
1085,Intel Core i5-9600KF @ 3.70GHz,"10,751",903,67.20,$159.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-9600T+%40+2.30GHz&id=3602,"25,838 MOps/Sec","22,337 MOps/Sec",47 Million Primes/Sec,"17,353 Thousand Strings/Sec","3,303 MBytes/Sec","128,489 KBytes/Sec",850 Frames/Sec,"7,171 Million Matrices/Sec","2,418 MOps/Sec"
1086,Intel Core i5-9600T @ 2.30GHz,"9,580",981,44.97,$213.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-L16G7+%40+1.40GHz&id=3809,"10,686 MOps/Sec","7,372 MOps/Sec",15 Million Primes/Sec,"5,356 Thousand Strings/Sec","2,473 MBytes/Sec","43,203 KBytes/Sec",298 Frames/Sec,"1,300 Million Matrices/Sec","1,630 MOps/Sec"
1087,Intel Core i5-L16G7 @ 1.40GHz,"3,449",1976,12.28,$281.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-10510U+%40+1.80GHz&id=3549,"24,073 MOps/Sec","14,562 MOps/Sec",23 Million Primes/Sec,"11,501 Thousand Strings/Sec","2,212 MBytes/Sec","86,234 KBytes/Sec",479 Frames/Sec,"5,351 Million Matrices/Sec","2,315 MOps/Sec"
1088,Intel Core i7-10510U @ 1.80GHz,"6,661",1299,16.29,$409.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-10510Y+%40+1.20GHz&id=3819,"17,406 MOps/Sec","10,960 MOps/Sec",22 Million Primes/Sec,"8,510 Thousand Strings/Sec","1,726 MBytes/Sec","63,250 KBytes/Sec",443 Frames/Sec,"3,483 Million Matrices/Sec","2,004 MOps/Sec"
1089,Intel Core i7-10510Y @ 1.20GHz,"5,100",1600,12.65,$403.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-1060NG7+%40+1.20GHz&id=3727,"26,491 MOps/Sec","13,495 MOps/Sec",29 Million Primes/Sec,"7,725 Thousand Strings/Sec","3,815 MBytes/Sec","72,425 KBytes/Sec",591 Frames/Sec,"3,981 Million Matrices/Sec","1,894 MOps/Sec"
1090,Intel Core i7-10610U @ 1.80GHz,"6,824",1273,16.68,$409.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-1065G7+%40+1.30GHz&id=3466,"29,595 MOps/Sec","17,030 MOps/Sec",29 Million Primes/Sec,"11,026 Thousand Strings/Sec","4,670 MBytes/Sec","90,650 KBytes/Sec",602 Frames/Sec,"6,152 Million Matrices/Sec","2,346 MOps/Sec"
1091,Intel Core i7-1065G7 @ 1.30GHz,"8,415",1071,19.75,$426.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-1068NG7+%40+2.30GHz&id=3729,"30,776 MOps/Sec","17,083 MOps/Sec",32 Million Primes/Sec,"12,259 Thousand Strings/Sec","6,030 MBytes/Sec","116,606 KBytes/Sec",744 Frames/Sec,"6,941 Million Matrices/Sec","2,404 MOps/Sec"
1092,Intel Core i7-1068NG7 @ 2.30GHz,"9,602",978,22.54,$426.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-10700+%40+2.90GHz&id=3747,"63,407 MOps/Sec","39,243 MOps/Sec",48 Million Primes/Sec,"32,220 Thousand Strings/Sec","5,678 MBytes/Sec","257,589 KBytes/Sec",803 Frames/Sec,"16,405 Million Matrices/Sec","2,911 MOps/Sec"
1093,Intel Core i7-10700 @ 2.90GHz,"16,556",621,72.67,$227.82,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-10700E+%40+2.90GHz&id=4652,"57,940 MOps/Sec","36,078 MOps/Sec",57 Million Primes/Sec,"30,536 Thousand Strings/Sec","6,297 MBytes/Sec","227,798 KBytes/Sec","1,003 Frames/Sec","13,224 Million Matrices/Sec","2,896 MOps/Sec"
