,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
769,Maxtor 7Y250M0,233.8 GB,348,10073,2.70,$129.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%207Y250P0&id=1448,NA,NA,NA,NA
770,Maxtor Z1 SSD 240GB,223.6 GB,"2,140",7184,39.64,$53.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%20Z1%20SSD%20480GB&id=24404,463 MBytes/Sec,321 MBytes/Sec,255 MBytes/Sec,29 MBytes/Sec
771,Maxtor Z1 SSD 480GB,447.1 GB,"3,742",4407,91.29,$40.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%20Z1%20SSD%20960GB&id=25611,455 MBytes/Sec,238 MBytes/Sec,206 MBytes/Sec,30 MBytes/Sec
772,Micron 1100,238.5 GB,"3,866",4172,26.85,$143.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201100%201024GB&id=14587,448 MBytes/Sec,406 MBytes/Sec,405 MBytes/Sec,30 MBytes/Sec
773,Micron 1100 512GB,476.9 GB,"4,447",3355,22.24,$199.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201100%20512GB%20SED&id=16778,384 MBytes/Sec,319 MBytes/Sec,301 MBytes/Sec,21 MBytes/Sec
774,Micron 1100 MTFDDAK1T0TBN,953.9 GB,"4,552",3280,18.21,$249.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201100%20MTFDDAK256TB&id=15398,NA,NA,NA,NA
775,Micron 1300 256GB,238.5 GB,"4,373",3431,57.61,$75.91*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201300%20512GB&id=24105,499 MBytes/Sec,445 MBytes/Sec,399 MBytes/Sec,31 MBytes/Sec
776,Micron 1300 512GB,476.9 GB,"4,799",3125,25.39,$189.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201300%20MTFDDAK1T0TDL&id=24583,438 MBytes/Sec,424 MBytes/Sec,356 MBytes/Sec,19 MBytes/Sec
777,Micron 2200 MTFDHBA256TCK,238.5 GB,"14,576",1804,125.44,$116.20*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202200%20MTFDHBA512TCK&id=24538,"2,479 MBytes/Sec","1,290 MBytes/Sec","1,279 MBytes/Sec",49 MBytes/Sec
778,Micron 2200S NVMe 256GB,238.5 GB,"13,848",1926,733.08,$18.89,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202200S%20NVMe%20512GB&id=24458,"2,268 MBytes/Sec","1,311 MBytes/Sec","1,266 MBytes/Sec",43 MBytes/Sec
779,Micron 2200S NVMe 512GB,476.9 GB,"16,927",1500,618.01,$27.39,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202200V%20MTFDHBA256TCK&id=24952,"1,264 MBytes/Sec",847 MBytes/Sec,800 MBytes/Sec,35 MBytes/Sec
780,Micron 2210 MTFDHBA512QFD,476.9 GB,"12,219",2219,461.98,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202210S%20NVMe%20512GB&id=31154,"1,997 MBytes/Sec","1,042 MBytes/Sec",427 MBytes/Sec,63 MBytes/Sec
781,Micron 2300 MTFDHBA512TDV,476.9 GB,"21,346",1008,807.02,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202300%20NVMe%201024GB&id=26642,"2,557 MBytes/Sec","2,187 MBytes/Sec","1,880 MBytes/Sec",58 MBytes/Sec
782,Micron 2300 NVMe 256GB,238.5 GB,"17,987",1373,399.80,$44.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202300%20NVMe%20512GB&id=26939,"2,614 MBytes/Sec","2,202 MBytes/Sec","1,450 MBytes/Sec",60 MBytes/Sec
783,Micron 2450 MTFDKBK1T0TFK,953.9 GB,"25,888",601,136.42,$189.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202450%20MTFDKBK512TFK&id=31220,"2,773 MBytes/Sec","1,931 MBytes/Sec","1,280 MBytes/Sec",68 MBytes/Sec
784,Micron 2450 MTFDKBK512TFK,476.9 GB,"20,388",1113,169.91,$119.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202450%20NVMe%201024GB&id=30883,"2,623 MBytes/Sec","2,320 MBytes/Sec","1,592 MBytes/Sec",71 MBytes/Sec
785,Micron 3400 NVMe 1TB,953.9 GB,"37,714",255,211.17,$178.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%203400%20NVMe%202048GB&id=30634,"3,742 MBytes/Sec","3,073 MBytes/Sec","3,273 MBytes/Sec",89 MBytes/Sec
786,Micron 3400 NVMe 512GB,476.9 GB,"31,282",431,318.01,$98.37*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%205100%20MTFDDAV240TCB&id=28677,483 MBytes/Sec,262 MBytes/Sec,278 MBytes/Sec,26 MBytes/Sec
787,Micron M500 240GB MTFDDAK240MAV,223.6 GB,"3,435",5003,27.47,$125.05,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M500%20480GB%20MTFDDAK480MAV&id=5137,466 MBytes/Sec,345 MBytes/Sec,324 MBytes/Sec,26 MBytes/Sec
788,Micron M600 256GB,238.5 GB,"4,658",3202,15.64,$297.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20M.2%202280%20128GB&id=12466,NA,NA,NA,NA
789,Micron M600 M.2 2280 512GB,476.9 GB,"3,742",4408,10.51,$356.18*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFD&id=20558,NA,NA,NA,NA
790,Micron M600 MTFDDAK1T0MBF,953.9 GB,"4,398",3408,62.83,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAK256MB&id=8605,NA,NA,NA,NA
791,Micron M600 MTFDDAK512MBF,476.9 GB,"4,292",3527,66.05,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAT256MBF&id=9709,NA,NA,NA,NA
792,Micron M600 MTFDDAV128MBF,119.2 GB,"3,391",5090,17.15,$197.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAV256MBF&id=9135,521 MBytes/Sec,378 MBytes/Sec,275 MBytes/Sec,31 MBytes/Sec
793,Micron M600 MTFDDAV256MBF,238.5 GB,"4,257",3572,30.60,$139.11*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAV512MBF&id=9910,NA,NA,NA,NA
794,Micron M600 MTFDDAY256MBF,238.5 GB,"4,080",3822,13.70,$297.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAY512MBF&id=9175,513 MBytes/Sec,446 MBytes/Sec,383 MBytes/Sec,45 MBytes/Sec
795,Micron M600 MTFDDAY512MBF,476.9 GB,"4,707",3180,16.36,$287.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDDAK256TBN&id=14997,429 MBytes/Sec,266 MBytes/Sec,250 MBytes/Sec,22 MBytes/Sec
796,Micron MTFDHBA1T0QFD,953.9 GB,"15,663",1652,331.55,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDHBA1T0TCK&id=24857,"2,086 MBytes/Sec","1,278 MBytes/Sec","1,387 MBytes/Sec",45 MBytes/Sec
797,Micron MTFDHBA1T0TCK,953.9 GB,"16,637",1539,374.71,$44.40,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDHBA256TCK&id=24690,"2,018 MBytes/Sec",835 MBytes/Sec,855 MBytes/Sec,48 MBytes/Sec
798,Micron MTFDHBA512TCK,476.9 GB,"17,440",1447,636.73,$27.39,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDHBA512TDV&id=27167,"2,621 MBytes/Sec","2,252 MBytes/Sec","1,521 MBytes/Sec",59 MBytes/Sec
799,Micron MTFDKCD1T0TFK,953.9 GB,"22,494",846,113.17,$198.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDKCD256TFK&id=32336,"2,715 MBytes/Sec","1,729 MBytes/Sec","1,195 MBytes/Sec",63 MBytes/Sec
800,MK0800GCTZB,745.2 GB,"3,928",4077,10.44,$376.45*,https://www.harddrivebenchmark.net/hdd.php?hdd=MK0960GECQK&id=13473,NA,NA,NA,NA
801,MKNSSDHL1TB-D8,931.5 GB,"14,171",1878,188.97,$74.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDHL250GB-D8&id=24813,"1,694 MBytes/Sec",859 MBytes/Sec,425 MBytes/Sec,27 MBytes/Sec
802,MKNSSDPE1TB-D8,931.5 GB,"19,866",1161,166.54,$119.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDPE2TB-D8&id=24818,"2,889 MBytes/Sec","1,991 MBytes/Sec",876 MBytes/Sec,82 MBytes/Sec
803,MKNSSDPE2TB-D8,1.8 TB,"20,130",1132,105.95,$189.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDPE500GB-D8&id=24206,"2,553 MBytes/Sec","1,194 MBytes/Sec",602 MBytes/Sec,65 MBytes/Sec
804,MKNSSDRW1TB,931.5 GB,"4,182",3674,59.76,$69.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDRW500GB&id=24799,463 MBytes/Sec,274 MBytes/Sec,114 MBytes/Sec,20 MBytes/Sec
805,MKNSSDS21TB,931.5 GB,"4,292",3529,69.69,$61.58,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDS2500GB&id=28929,491 MBytes/Sec,321 MBytes/Sec,124 MBytes/Sec,20 MBytes/Sec
806,MKNSSDSR1TB,931.5 GB,"2,711",6410,22.04,$122.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDTS1TB-D8&id=31151,"2,430 MBytes/Sec","2,429 MBytes/Sec","1,332 MBytes/Sec",79 MBytes/Sec
807,MSI M370 1TB,953.9 GB,"20,058",1138,471.84,$42.51,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M370%202TB&id=29498,"2,186 MBytes/Sec","1,731 MBytes/Sec","1,654 MBytes/Sec",70 MBytes/Sec
808,MSI M370 2TB,1.9 TB,"19,515",1192,159.71,$122.19,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M371%201TB&id=28713,"1,950 MBytes/Sec","1,616 MBytes/Sec","1,207 MBytes/Sec",73 MBytes/Sec
809,MSI M371 1TB,931.5 GB,"15,691",1650,392.38,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M371%202TB&id=34228,"2,387 MBytes/Sec","1,759 MBytes/Sec","1,289 MBytes/Sec",84 MBytes/Sec
810,MSI M371 2TB,1.8 TB,"16,559",1543,207.01,$79.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M371%20500GB&id=32015,"2,241 MBytes/Sec","1,361 MBytes/Sec",833 MBytes/Sec,70 MBytes/Sec
811,MSI M390 1TB,931.5 GB,"25,185",645,662.94,$37.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M390%20250GB&id=31886,"2,827 MBytes/Sec","1,388 MBytes/Sec","1,126 MBytes/Sec",77 MBytes/Sec
812,MSI M390 500GB,465.8 GB,"21,556",964,392.00,$54.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M450%201TB&id=31011,"3,394 MBytes/Sec","3,081 MBytes/Sec","2,268 MBytes/Sec",90 MBytes/Sec
813,MSI M450 1TB,931.5 GB,"28,147",517,625.62,$44.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M450%202TB&id=35742,"3,594 MBytes/Sec","2,830 MBytes/Sec","2,442 MBytes/Sec",86 MBytes/Sec
814,MSI M450 2TB,1.8 TB,"26,856",560,298.43,$89.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M450%20500GB&id=30576,"2,937 MBytes/Sec","2,498 MBytes/Sec","1,623 MBytes/Sec",79 MBytes/Sec
815,MSI M450 500GB,465.8 GB,"24,347",695,811.84,$29.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M460%201TB&id=33309,"4,155 MBytes/Sec","4,151 MBytes/Sec","2,628 MBytes/Sec",103 MBytes/Sec
816,MSI M461 2TB,1.8 TB,"30,478",453,277.10,$109.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M461%204TB&id=33937,"3,333 MBytes/Sec","2,751 MBytes/Sec","1,534 MBytes/Sec",87 MBytes/Sec
817,MSI M461 4TB,3.6 TB,"24,879",657,108.17,$229.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M470%201TB&id=29414,"3,557 MBytes/Sec","3,335 MBytes/Sec","2,662 MBytes/Sec",82 MBytes/Sec
818,MSI M470 1TB,931.5 GB,"33,620",369,305.67,$109.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M470%202TB&id=29679,"3,559 MBytes/Sec","3,755 MBytes/Sec","2,871 MBytes/Sec",81 MBytes/Sec
819,MSI M470 2TB,1.8 TB,"35,641",309,237.63,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M480%201TB&id=29172,"4,017 MBytes/Sec","4,040 MBytes/Sec","3,091 MBytes/Sec",108 MBytes/Sec
820,MSI M480 1TB,931.5 GB,"38,160",247,116.23,$328.31,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M480%202TB&id=29261,"4,005 MBytes/Sec","4,989 MBytes/Sec","3,954 MBytes/Sec",113 MBytes/Sec
821,MSI M480 2TB,1.8 TB,"44,587",127,343.00,$129.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M480%20PRO%201TB&id=34753,"5,542 MBytes/Sec","4,989 MBytes/Sec","3,846 MBytes/Sec",100 MBytes/Sec
822,MSI M570 2TB,1.8 TB,"69,436",7,198.39,$349.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20REFLEX%20RX-120&id=5355,NA,NA,NA,NA
823,MT-512,476.9 GB,"3,497",4879,53.00,$65.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTase%20M800%2064GB&id=23006,NA,NA,NA,NA
824,MTFDBAK128MAG-1G1,119.2 GB,"1,774",7463,8.06,$220.10*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDBAK256MAG-1G1&id=3260,NA,NA,NA,NA
825,MTFDBAK256MAG-1G1,238.5 GB,"2,047",7264,20.47,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK064MAR-1J1AA%2049Y5840%2049Y5843IBM&id=34779,364 MBytes/Sec,66 MBytes/Sec,51 MBytes/Sec,5 MBytes/Sec
826,MTFDDAK128MAM-1J1,119.2 GB,"2,161",7159,28.81,$75.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK128MAR-1J1AA%2090Y8649%2090Y8652IBM&id=13472,NA,NA,NA,NA
827,MTFDDAK1T0MBF,953.9 GB,"4,467",3339,5.62,$794.81*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK1T0MBF-1A&id=11042,NA,NA,NA,NA
828,MTFDDAK256MAM-1K1,238.5 GB,"2,223",7089,22.24,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK256MAM-1K12&id=708,319 MBytes/Sec,199 MBytes/Sec,66 MBytes/Sec,12 MBytes/Sec
829,MTFDDAK256MAM-1K12,238.5 GB,"2,081",7236,15.30,$135.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK256MBF-1A&id=9398,454 MBytes/Sec,369 MBytes/Sec,284 MBytes/Sec,31 MBytes/Sec
830,MTFDDAK512MAM-1K1,476.9 GB,"2,166",7154,4.52,$479.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK512MAM-1K1AB&id=586,400 MBytes/Sec,205 MBytes/Sec,128 MBytes/Sec,18 MBytes/Sec
831,MTFDDAK512MBF,476.9 GB,"3,619",4636,40.21,$90.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK512MBF-1A&id=10381,453 MBytes/Sec,373 MBytes/Sec,337 MBytes/Sec,28 MBytes/Sec
832,MTFDDAT064MAM-1J2,59.6 GB,"1,934",7343,43.95,$44.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAT1%20MTFDDAT128MAM-1J&id=5316,NA,NA,NA,NA
833,MTFDDAT128MAM-1J2,119.2 GB,"2,136",7189,32.37,$66.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAT256MAM-1K2&id=5915,NA,NA,NA,NA
834,MTFDDAV256TBN,238.5 GB,"4,148",3715,34.21,$121.25*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAV256TBN-1AR15ABHA&id=14255,467 MBytes/Sec,402 MBytes/Sec,393 MBytes/Sec,32 MBytes/Sec
835,Mushkin Atlas Deluxe 120GB MKNSSDAT120GB-DX,111.8 GB,"3,031",5837,12.63,$239.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Atlas%20Deluxe%20240GB%20MKNSSDAT240GB-DX&id=537,NA,NA,NA,NA
836,Mushkin Atlas Deluxe 240GB MKNSSDAT240GB-DX,223.6 GB,"3,184",5529,19.60,$162.49*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Atlas%20Deluxe%2060GB%20MKNSSDAT60GB-DX&id=3794,NA,NA,NA,NA
837,Mushkin Atlas Deluxe 60GB MKNSSDAT60GB-DX,55.9 GB,"2,287",7015,21.12,$108.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Atlas%20Value%2060GB%20MKNSSDAT60GB-V&id=5779,NA,NA,NA,NA
838,Mushkin Callisto Deluxe 240GB MKNSSDCL240GB-DX,223.6 GB,"1,990",7304,22.90,$86.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Callisto%20Deluxe%2040GB%20MKNSSDCL40GB-DX&id=1472,NA,NA,NA,NA
839,Mushkin Callisto Deluxe 40GB MKNSSDCL40GB-DX,37.2 GB,"1,206",7969,6.70,$179.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Callisto%20Deluxe%20480GB%20MKNSSDCL480GB-DX&id=13671,NA,NA,NA,NA
840,Mushkin Chronos 120GB MKNSSDCR120GB,111.8 GB,"2,577",6635,10.04,$256.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20180GB%20MKNSSDCR180GB&id=2313,NA,NA,NA,NA
841,Mushkin Chronos 180GB MKNSSDCR180GB,167.7 GB,"2,741",6372,23.84,$114.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20240GB%207MM%20MKNSSDCR240GB-7&id=3567,349 MBytes/Sec,260 MBytes/Sec,228 MBytes/Sec,23 MBytes/Sec
842,Mushkin Chronos 240GB MKNSSDCR240GB,223.5 GB,"2,701",6429,18.50,$145.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20250GB%207MM%20MKNSSDCR250GB-7&id=8382,NA,NA,NA,NA
843,Mushkin Chronos 480GB MKNSSDCR480GB,447.1 GB,"2,653",6510,17.46,$151.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20500GB%207MM%20MKNSSDCR500GB-7&id=8056,NA,NA,NA,NA
844,Mushkin Chronos 60GB MKNSSDCR60GB,55.9 GB,"1,920",7348,26.68,$71.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%2090GB%20MKNSSDCR90GB&id=2823,NA,NA,NA,NA
845,Mushkin Chronos 90GB MKNSSDCR90GB,83.8 GB,"2,090",7230,20.90,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20Deluxe%20240GB%207MM%20MKNSSDCR240GB-DX7&id=4613,436 MBytes/Sec,327 MBytes/Sec,315 MBytes/Sec,27 MBytes/Sec
846,Mushkin Chronos Deluxe 240GB MKNSSDCR240GB-DX,223.6 GB,"4,298",3520,24.56,$174.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20Deluxe%20480GB%207MM%20MKNSSDCR480GB-DX7&id=7015,NA,NA,NA,NA
847,Mushkin ECO2 512GB MKNSSDEC512GB,476.9 GB,"3,186",5523,28.96,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20ECO3%20120GB%20MKNSSDE3120GB&id=12060,NA,NA,NA,NA
848,Mushkin ECO3 480GB MKNSSDE3480GB,447.1 GB,"3,897",4128,99.92,$39.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20HS%20SSD%20128GB&id=4648,NA,NA,NA,NA
849,Mushkin Pilot 1TB MKNSSDPL1TB-D8,931.5 GB,"17,645",1418,113.85,$154.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Pilot%20250GB%20MKNSSDPL250GB-D8&id=16068,"1,932 MBytes/Sec",490 MBytes/Sec,428 MBytes/Sec,59 MBytes/Sec
850,Mushkin Pilot 250GB MKNSSDPL250GB-D8,232.9 GB,"10,124",2528,173.72,$58.28*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Pilot%20500GB%20PCIe%20NVMe&id=16076,"2,369 MBytes/Sec",916 MBytes/Sec,733 MBytes/Sec,64 MBytes/Sec
851,Mushkin Pilot 500GB PCIe NVMe,465.8 GB,"14,265",1862,294.12,$48.50,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%201TB%20MKNSSDRE1TB&id=9112,485 MBytes/Sec,387 MBytes/Sec,295 MBytes/Sec,33 MBytes/Sec
852,Mushkin Reactor 1TB MKNSSDRE1TB,931.5 GB,"4,190",3662,26.19,$159.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20250GB%20MKNSSDRE250GB&id=14885,NA,NA,NA,NA
853,Mushkin Reactor 480GB MKNSSDRE480GB,447.1 GB,"3,272",5344,29.75,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20500GB%20MKNSSDRE500GB&id=13889,454 MBytes/Sec,331 MBytes/Sec,274 MBytes/Sec,33 MBytes/Sec
854,Mushkin Reactor 500GB MKNSSDRE500GB,465.8 GB,"3,830",4246,20.48,$186.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20512GB%20MKNSSDRE512GB&id=10032,523 MBytes/Sec,367 MBytes/Sec,311 MBytes/Sec,33 MBytes/Sec
855,Mushkin Reactor 512GB MKNSSDRE512GB,476.9 GB,"4,294",3524,15.33,$279.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20960GB%20MKNSSDRE960GB&id=14185,NA,NA,NA,NA
856,Mushkin Reactor LT 250GB MKNSSDRE250GB-LT,232.9 GB,"3,266",5362,65.33,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20LT%20500GB%20MKNSSDRE500GB-LT&id=13793,NA,NA,NA,NA
857,Mushkin Scorpion Deluxe PCIe SSD 480GB,443.3 GB,"10,412",2489,10.24,"$1,016.70*",https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Scorpion%20PCIe%20SSD&id=5272,NA,NA,NA,NA
858,Mushkin Scorpion PCIe SSD,447 GB,"5,437",2984,14.38,$377.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Scorpion%20PCIe%20SSD&id=19222,NA,NA,NA,NA
859,Mushkin Source 250GB MKNSSDSR250GB,232.9 GB,"2,776",6324,102.82,$27.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Source%20500GB%20MKNSSDSR500GB&id=15825,456 MBytes/Sec,247 MBytes/Sec,107 MBytes/Sec,19 MBytes/Sec
860,Mushkin Source 500GB MKNSSDSR500GB,465.8 GB,"2,903",6079,96.79,$29.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Source%20M.2%20250GB%20MKNSSDSR250GB-D8&id=16261,485 MBytes/Sec,130 MBytes/Sec,101 MBytes/Sec,15 MBytes/Sec
861,Mushkin Triactor 120GB MKNSSDTR120GB,111.8 GB,"2,675",6463,58.16,$45.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Triactor%20250GB%20MKNSSDTR250GB&id=13184,527 MBytes/Sec,396 MBytes/Sec,311 MBytes/Sec,50 MBytes/Sec
862,Mushkin Triactor 250GB MKNSSDTR250GB,232.9 GB,"4,283",3543,53.55,$79.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Triactor%203D%201TB%20MKNSSDTR1TB-3D&id=14856,519 MBytes/Sec,299 MBytes/Sec,289 MBytes/Sec,34 MBytes/Sec
863,Mushkin Triactor 3D 1TB MKNSSDTR1TB-3D,953.9 GB,"3,853",4197,10.77,$357.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Triactor%203D%20512GB%20MKNSSDTR512GB-3D&id=14537,NA,NA,NA,NA
864,Mushkin Triactor 3DL 128GB MKNSSDTR128GB-3DL,119.2 GB,"1,604",7598,40.12,$39.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Triactor%203DL%20250GB%20MKNSSDTR250GB-3DL&id=15737,NA,NA,NA,NA
865,Mushkin Triactor 480GB MKNSSDTR480GB,447.1 GB,"3,735",4422,56.29,$66.36*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Triactor%20LT%20240GB%20MKNSSDTR240GB-LT&id=12578,397 MBytes/Sec,321 MBytes/Sec,221 MBytes/Sec,38 MBytes/Sec
866,MyDigitalSSD BP4,111.8 GB,"3,248",5407,49.98,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MyDigitalSSD%20BP5%20240GB&id=20439,478 MBytes/Sec,438 MBytes/Sec,294 MBytes/Sec,33 MBytes/Sec
867,MZMPC032HBCD-00000,29.8 GB,"1,720",7509,81.90,$21.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MZMPC032HBCD-000D1&id=7274,236 MBytes/Sec,87 MBytes/Sec,66 MBytes/Sec,14 MBytes/Sec
